tf,importance_mean,rank
HOXA7,0.000396220988091734,283
PAX8,0.0003956933767450678,284
EP300,0.00039450356072820523,285
APEX1,0.00039412868033933233,286
LHX3,0.0003936421294245961,287
SOX7,0.000392863518231245,288
MEIS2,0.000392288373081907,289
TP73,0.0003896125974113767,290
ATF1,0.00038918381872835283,291
PAWR,0.00038505042764978555,292
MESP2,0.0003832896692956362,293
KCNIP3,0.00038324169474545863,294
RBPJ,0.00038227453120326214,295
EGR2,0.0003816448021979974,296
NOTO,0.00038064811539670427,297
ZBTB18,0.000379347140937391,298
FOXN1,0.00037519874794353115,299
ATF4,0.00037241413242279094,300
YBX3,0.0003715373909058557,301
POU2F1,0.00037146192367786034,302
PHF20,0.00037032919945803854,303
RARA,0.00036832898951450426,304
CTBP2,0.00036610746343168296,305
GATA6,0.0003652778717340962,306
MYBL1,0.0003642286742846905,307
HSF2,0.0003635864339671433,308
HDAC4,0.0003629208130419239,309
RORA,0.00036175391219192977,310
ONECUT1,0.000361373158081292,311
FOXO1,0.00036026031238141815,312
PATZ1,0.00035918474714669696,313
KMT2B,0.0003576058045451425,314
TEAD2,0.0003572851166512864,315
JUNB,0.00035717626235165164,316
PRRX1,0.0003562876580782827,317
CEBPA,0.0003556566626050908,318
HMGA2,0.0003544289867353324,319
HOPX,0.00035363367238239857,320
NEUROD1,0.00035338743954884137,321
MED1,0.00035309393159409274,322
FOXL2,0.0003521182744048984,323
YBX1,0.00035128114851693573,324
ESRRG,0.00035041493083554087,325
TBX15,0.0003502898176851555,326
NPAS4,0.0003462053001853884,327
PPARA,0.0003459743456363812,328
TEAD4,0.00034403213529995725,329
CREB3L3,0.0003426637699290454,330
TAL1,0.00034233368405418304,331
TFDP3,0.0003409655379024998,332
EHF,0.0003395016287179191,333
TOX,0.0003385186278826564,334
HSF4,0.00033540115490400996,335
IKZF2,0.0003344006272941029,336
EZH2,0.00033428638237113995,337
NFATC3,0.00033366349384778005,338
NHLH1,0.0003336047699177112,339
EGR3,0.0003334751185541267,340
SRY,0.00033195454860581526,341
PAX1,0.00032899825975729266,342
ETS1,0.0003265055132680683,343
ASCL1,0.00032560726961519595,344
OVOL1,0.0003243822591299029,345
KLF6,0.00032384806825052004,346
TSHZ3,0.0003218196964305455,347
NFIL3,0.00032053293935777304,348
FOXJ1,0.0003186938196110435,349
SOX11,0.00031696605952729993,350
TCF4,0.00031670644070938136,351
SALL4,0.0003162557588127308,352
MTF2,0.00031492369744641604,353
BRCA1,0.00031276112930079376,354
BACH1,0.0003119210395831915,355
FOXQ1,0.0003109298231858261,356
TP63,0.0003103702926988593,357
MYBL2,0.000310063368860111,358
NR1H3,0.0003082227873771141,359
YY1,0.00030801244214513423,360
TFAP4,0.00030781045719171135,361
ZGPAT,0.0003072131496330919,362
